event_id,game,commence_time,bookmaker,player,stat,line,over_odds,under_odds
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Shai Gilgeous-Alexander,points,31.5,-107,-119
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Jalen Brunson,points,24.5,-108,-118
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Karl-Anthony Towns,points,17.5,-102,-125
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Chet Holmgren,points,16.5,-116,-110
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,OG Anunoby,points,14.5,-121,-105
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Mikal Bridges,points,13.5,-112,-114
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Josh Hart,points,11.5,100,-127
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Isaiah Joe,points,9.5,-121,-106
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Jared McCain,points,9.5,-119,-107
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Cason Wallace,points,9.5,-103,-123
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Isaiah Hartenstein,points,9.5,-103,-124
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Landry Shamet,points,8.5,-122,-105
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Luguentz Dort,points,8.5,-115,-111
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Jose Alvarado,points,6.5,-103,-124
5e27bbc527b9df8725ac9fcf03174b8c,New York Knicks vs Oklahoma City Thunder,2026-03-05T00:10:00Z,DraftKings,Alex Caruso,points,6.5,100,-128
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Jaylen Brown,points,27.5,-118,-108
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Brandon Miller,points,20.5,-105,-121
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Kon Knueppel,points,17.5,-114,-111
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,LaMelo Ball,points,17.5,-107,-119
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Payton Pritchard,points,17.5,-104,-122
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Derrick White,points,16.5,-118,-108
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Miles Bridges,points,13.5,-105,-122
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Coby White,points,12.5,-108,-118
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Nikola Vucevic,points,10.5,-126,-101
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Sam Hauser,points,9.5,-119,-107
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Neemias Queta,points,9.5,-117,-109
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Baylor Scheierman,points,7.5,-125,-102
205af1eb3893119c935c720bddf95254,Boston Celtics vs Charlotte Hornets,2026-03-05T00:40:00Z,DraftKings,Moussa Diabate,points,7.5,-125,-102
417802e27d447db450466ad4fd7a4f8d,Philadelphia 76ers vs Utah Jazz,2026-03-05T00:40:00Z,DraftKings,Tyrese Maxey,points,33.5,-115,-110
417802e27d447db450466ad4fd7a4f8d,Philadelphia 76ers vs Utah Jazz,2026-03-05T00:40:00Z,DraftKings,Keyonte George,points,21.5,-103,-124
